variable_name,standardized_title,standardized_label,wave,file,codebook_file,block,question_label,question_text,item_text,question_type,dtype_observed,rows,nonempty_n,valid_n,missing_pct,unique_valid_values,example_values_raw,example_values_decoded,top_value_counts,value_labels,codebook_comment,display_skip_logic,construct,likely_geographic_granularity,origin_or_destination,privacy_anonymization
w14_V_q28x4_txt,Medical Facility Distance,medic_fclty_dist4_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q28x5,Medical Facility Distance,medic_fclty_dist5,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Multiple Choice,integer-coded,32,32,17,46.88,1,"[""0""]","[""Not Selected""]","{""0"": 17}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q28x5_txt,Medical Facility Distance,medic_fclty_dist5_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q28x88,Medical Facility Distance,medic_fclty_dist88,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",DK,Multiple Choice,integer-coded,32,32,17,46.88,1,"[""0""]","[""Not Selected""]","{""0"": 17}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q29x1,Pharmacy Distance,phrmc_dist1,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,integer-coded,32,32,17,46.88,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 11, ""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q29x1_txt,Pharmacy Distance,phrmc_dist1_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,continuous numeric,32,32,11,65.62,6,"[""1"", ""1.5"", ""2"", ""0.1"", ""7"", ""3""]","[""1"", ""1.5"", ""2"", ""0.1"", ""7"", ""3""]","{""1"": 4, ""1.5"": 2, ""2"": 2, ""0.1"": 1, ""7"": 1, ""3"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q29x2,Pharmacy Distance,phrmc_dist2,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,integer-coded,32,32,17,46.88,1,"[""0""]","[""Not Selected""]","{""0"": 17}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q29x2_txt,Pharmacy Distance,phrmc_dist2_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q29x3,Pharmacy Distance,phrmc_dist3,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Multiple Choice,integer-coded,32,32,17,46.88,1,"[""0""]","[""Not Selected""]","{""0"": 17}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q29x3_txt,Pharmacy Distance,phrmc_dist3_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q29x4,Pharmacy Distance,phrmc_dist4,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Multiple Choice,integer-coded,32,32,17,46.88,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 11, ""1"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q29x4_txt,Pharmacy Distance,phrmc_dist4_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Open Text Box,integer-coded,32,32,6,81.25,4,"[""5"", ""4"", ""2"", ""1""]","[""5"", ""4"", ""2"", ""1""]","{""5"": 3, ""4"": 1, ""2"": 1, ""1"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q29x5,Pharmacy Distance,phrmc_dist5,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Multiple Choice,integer-coded,32,32,17,46.88,1,"[""0""]","[""Not Selected""]","{""0"": 17}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q29x5_txt,Pharmacy Distance,phrmc_dist5_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q29x88,Pharmacy Distance,phrmc_dist88,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",DK,Multiple Choice,integer-coded,32,32,17,46.88,1,"[""0""]","[""Not Selected""]","{""0"": 17}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q20x1,Primary Government School Distance,prim_govt_schl_dist1,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Primary Government School Distance,"How far is it to the next closest primary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,undetermined (no valid values),32,32,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q20x1_txt,Primary Government School Distance,prim_govt_schl_dist1_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Primary Government School Distance,"How far is it to the next closest primary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q20x2,Primary Government School Distance,prim_govt_schl_dist2,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Primary Government School Distance,"How far is it to the next closest primary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,undetermined (no valid values),32,32,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q20x2_txt,Primary Government School Distance,prim_govt_schl_dist2_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Primary Government School Distance,"How far is it to the next closest primary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q20x3,Primary Government School Distance,prim_govt_schl_dist3,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Primary Government School Distance,"How far is it to the next closest primary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Multiple Choice,undetermined (no valid values),32,32,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q20x3_txt,Primary Government School Distance,prim_govt_schl_dist3_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Primary Government School Distance,"How far is it to the next closest primary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q20x4,Primary Government School Distance,prim_govt_schl_dist4,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Primary Government School Distance,"How far is it to the next closest primary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Multiple Choice,undetermined (no valid values),32,32,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q20x4_txt,Primary Government School Distance,prim_govt_schl_dist4_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Primary Government School Distance,"How far is it to the next closest primary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q20x5,Primary Government School Distance,prim_govt_schl_dist5,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Primary Government School Distance,"How far is it to the next closest primary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Multiple Choice,undetermined (no valid values),32,32,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q20x5_txt,Primary Government School Distance,prim_govt_schl_dist5_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Primary Government School Distance,"How far is it to the next closest primary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Open Text Box,undetermined (no valid values),32,32,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q20x88,Primary Government School Distance,prim_govt_schl_dist88,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Primary Government School Distance,"How far is it to the next closest primary government school? [enter preferably in kilometers/miles, else in minutes driving]",DK,Multiple Choice,undetermined (no valid values),32,32,0,100.0,0,[],[],{},"{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q23x1,Secondary Government School Distance,scndr_govt_schl_dist1,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Secondary Government School Distance,"How far is it to the next closest secondary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,integer-coded,32,32,20,37.5,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 19, ""0"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q23x1_txt,Secondary Government School Distance,scndr_govt_schl_dist1_txt,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Secondary Government School Distance,"How far is it to the next closest secondary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,continuous numeric,32,32,19,40.62,13,"[""1.5"", ""2"", ""10"", ""3"", ""5"", ""22"", ""25"", ""0.8""]","[""1.5"", ""2"", ""10"", ""3"", ""5"", ""22"", ""25"", ""0.8""]","{""1.5"": 3, ""2"": 3, ""10"": 2, ""3"": 2, ""5"": 1, ""22"": 1, ""25"": 1, ""0.8"": 1, ""12"": 1, ""7"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w14_V_q23x2,Secondary Government School Distance,scndr_govt_schl_dist2,w14_V,bemp_w14_V.csv,bemp_w14_V_codebook.csv,Public Goods,Secondary Government School Distance,"How far is it to the next closest secondary government school? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,integer-coded,32,32,20,37.5,1,"[""0""]","[""Not Selected""]","{""0"": 20}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
